employee_id,skill_name,skill_level,date_uploaded
EMP0016,Agile,Advanced,2025-10-29
EMP0016,Leadership,Intermediate,2025-11-02
EMP0016,Coaching,Intermediate,2025-10-10
EMP0016,Power BI,Advanced,2026-05-10
EMP0017,Python,Beginner,2026-01-30
EMP0017,Coaching,Beginner,2026-03-01
EMP0017,Employment Law,Advanced,2025-10-20
EMP0018,Budgeting,Beginner,2026-04-29
EMP0018,Project Management,Intermediate,2025-08-29
EMP0018,Stakeholder Management,Beginner,2026-05-12
EMP0018,Power BI,Advanced,2025-09-03
EMP0019,Excel,Intermediate,2025-10-01
EMP0019,Power BI,Intermediate,2026-02-17
EMP0019,Project Management,Intermediate,2026-05-07
EMP0020,Coaching,Intermediate,2026-01-11
EMP0020,Data Analysis,Intermediate,2025-06-15
EMP0020,Tableau,Advanced,2025-08-26
EMP0020,Communication,Advanced,2025-09-30
EMP0021,SQL,Advanced,2025-09-02
EMP0021,Change Management,Beginner,2025-12-28
EMP0021,Tableau,Beginner,2026-05-12
EMP0021,Data Analysis,Advanced,2025-10-05
EMP0022,Machine Learning,Advanced,2026-05-03
EMP0022,Project Management,Advanced,2026-02-06
EMP0022,Python,Intermediate,2026-04-06
EMP0022,Stakeholder Management,Advanced,2026-01-31
EMP0022,Agile,Advanced,2025-08-06
EMP0022,Excel,Beginner,2025-07-24
EMP0022,Budgeting,Beginner,2025-11-04
EMP0023,Machine Learning,Beginner,2026-01-22
EMP0023,Employment Law,Intermediate,2026-03-31
EMP0023,Stakeholder Management,Advanced,2025-07-11
EMP0023,Leadership,Intermediate,2025-10-15
EMP0023,Tableau,Intermediate,2026-04-30
EMP0023,Recruitment,Beginner,2025-10-15
EMP0023,Project Management,Advanced,2025-08-22
EMP0024,Excel,Beginner,2025-12-10
EMP0024,SQL,Beginner,2026-02-01
EMP0024,Stakeholder Management,Intermediate,2026-01-12
EMP0025,Risk Management,Advanced,2026-01-04
EMP0025,Change Management,Advanced,2026-04-14
EMP0025,Data Analysis,Beginner,2026-01-22
EMP0025,Employment Law,Beginner,2026-04-13
EMP0026,Communication,Beginner,2025-06-20
EMP0026,Stakeholder Management,Advanced,2026-01-22
EMP0026,Change Management,Advanced,2025-09-29
EMP0026,Agile,Intermediate,2026-05-11
EMP0026,Leadership,Beginner,2025-07-17
EMP0026,Recruitment,Intermediate,2026-01-16
EMP0026,Project Management,Beginner,2026-06-05
EMP0027,Communication,Advanced,2025-06-10
EMP0027,Stakeholder Management,Intermediate,2025-08-23
EMP0027,Project Management,Beginner,2026-04-10
EMP0027,Recruitment,Beginner,2025-06-18
EMP0027,Power BI,Beginner,2025-08-31
EMP0028,Recruitment,Beginner,2026-05-16
EMP0028,Communication,Intermediate,2025-12-02
EMP0028,Budgeting,Beginner,2025-12-05
EMP0029,Power BI,Advanced,2025-11-10
EMP0029,Leadership,Advanced,2026-03-19
EMP0029,Recruitment,Beginner,2026-03-15
EMP0029,Coaching,Beginner,2025-11-07
EMP0030,Project Management,Advanced,2026-01-30
EMP0030,Employment Law,Intermediate,2026-03-17
EMP0030,Budgeting,Advanced,2026-04-12
EMP0031,Python,Intermediate,2026-01-01
EMP0031,Agile,Beginner,2026-02-12
EMP0031,Power BI,Beginner,2025-07-04
EMP0031,Leadership,Beginner,2025-11-14
EMP0031,Budgeting,Intermediate,2026-01-15
EMP0031,Machine Learning,Beginner,2026-01-15
EMP0032,Machine Learning,Intermediate,2026-03-07
EMP0032,Coaching,Advanced,2026-01-22
EMP0032,Employment Law,Beginner,2026-04-12
EMP0032,Data Analysis,Advanced,2025-10-27
EMP0032,Python,Intermediate,2025-12-28
EMP0033,Machine Learning,Intermediate,2026-05-15
EMP0033,Leadership,Advanced,2025-10-26
EMP0033,Coaching,Beginner,2025-09-13
EMP0033,Risk Management,Advanced,2025-06-20
EMP0033,Change Management,Advanced,2025-06-28
EMP0033,Tableau,Beginner,2025-12-02
EMP0034,Excel,Advanced,2026-01-04
EMP0034,Employment Law,Advanced,2025-12-30
EMP0034,Machine Learning,Advanced,2025-11-09
EMP0034,Agile,Intermediate,2025-11-12
EMP0034,Budgeting,Advanced,2026-01-06
EMP0034,Python,Advanced,2026-04-02
EMP0035,Budgeting,Advanced,2026-01-03
EMP0035,Coaching,Intermediate,2025-08-30
EMP0035,Project Management,Beginner,2026-01-02
EMP0035,Change Management,Intermediate,2026-02-19
EMP0036,Employment Law,Advanced,2025-10-07
EMP0036,Risk Management,Advanced,2026-03-12
EMP0036,Machine Learning,Advanced,2026-04-24
EMP0036,Power BI,Intermediate,2025-09-16
EMP0036,Tableau,Advanced,2025-07-17
EMP0036,Leadership,Advanced,2025-12-17
EMP0037,Power BI,Beginner,2026-03-23
EMP0037,Change Management,Beginner,2026-05-14
EMP0037,Tableau,Beginner,2025-10-06
EMP0038,Excel,Advanced,2025-06-15
EMP0038,Risk Management,Intermediate,2025-09-26
EMP0038,Budgeting,Intermediate,2026-02-02
EMP0038,Machine Learning,Beginner,2025-07-06
EMP0038,Employment Law,Advanced,2026-06-04
EMP0038,Change Management,Beginner,2025-11-01
EMP0038,Leadership,Beginner,2026-03-08
EMP0039,Risk Management,Beginner,2025-10-12
EMP0039,Python,Advanced,2025-09-08
EMP0039,Power BI,Advanced,2025-08-06
EMP0039,Tableau,Intermediate,2025-10-23
EMP0039,Budgeting,Advanced,2025-09-21
EMP0039,Machine Learning,Intermediate,2025-08-30
EMP0039,Agile,Intermediate,2026-03-17
EMP0040,Risk Management,Advanced,2025-10-01
EMP0040,Stakeholder Management,Advanced,2026-02-04
EMP0040,Power BI,Intermediate,2025-10-24
EMP0040,Budgeting,Beginner,2025-06-06
EMP0040,Employment Law,Intermediate,2026-02-06
EMP0040,Communication,Intermediate,2025-12-17
EMP0041,Tableau,Intermediate,2025-06-16
EMP0041,Excel,Beginner,2025-06-10
EMP0041,Communication,Beginner,2026-05-05
EMP0041,Machine Learning,Intermediate,2025-11-10
EMP0041,Leadership,Intermediate,2025-09-02
EMP0042,Budgeting,Advanced,2025-06-15
EMP0042,Python,Beginner,2025-08-16
EMP0042,SQL,Intermediate,2025-10-05
EMP0042,Tableau,Beginner,2025-12-08
EMP0042,Agile,Intermediate,2025-11-19
EMP0042,Risk Management,Intermediate,2025-09-04
EMP0043,Power BI,Intermediate,2025-12-16
EMP0043,Agile,Advanced,2025-06-24
EMP0043,Tableau,Intermediate,2026-03-14
EMP0043,Communication,Intermediate,2026-04-02
EMP0043,SQL,Advanced,2025-09-06
EMP0043,Machine Learning,Beginner,2025-11-17
EMP0043,Data Analysis,Advanced,2025-08-22
EMP0044,Excel,Intermediate,2026-03-05
EMP0044,Budgeting,Beginner,2026-01-24
EMP0044,Communication,Intermediate,2025-12-21
EMP0045,Risk Management,Intermediate,2026-01-15
EMP0045,Employment Law,Intermediate,2026-01-28
EMP0045,Machine Learning,Beginner,2025-10-09
EMP0045,Coaching,Beginner,2025-09-03
EMP0046,Recruitment,Advanced,2026-05-17
EMP0046,Power BI,Beginner,2026-01-31
EMP0046,Excel,Beginner,2026-05-27
EMP0047,Communication,Beginner,2025-10-11
EMP0047,Power BI,Advanced,2026-01-26
EMP0047,Tableau,Intermediate,2026-03-13
EMP0047,Machine Learning,Advanced,2025-07-31
EMP0047,Employment Law,Advanced,2026-04-09
EMP0047,Python,Beginner,2025-12-29
EMP0047,Change Management,Beginner,2025-08-14
EMP0048,Change Management,Advanced,2026-02-25
EMP0048,Coaching,Beginner,2025-08-07
EMP0048,Machine Learning,Advanced,2025-07-20
EMP0049,Leadership,Advanced,2026-05-16
EMP0049,Change Management,Intermediate,2025-09-07
EMP0049,Tableau,Intermediate,2025-07-03
EMP0049,Coaching,Intermediate,2026-05-02
EMP0050,Employment Law,Intermediate,2025-07-16
EMP0050,Data Analysis,Intermediate,2025-06-09
EMP0050,Budgeting,Beginner,2025-10-27
EMP0050,Agile,Beginner,2025-09-12
EMP0050,Power BI,Advanced,2026-01-19
EMP0050,Python,Advanced,2025-09-04
EMP0050,SQL,Intermediate,2025-10-11
EMP0051,Stakeholder Management,Intermediate,2026-02-02
EMP0051,Employment Law,Intermediate,2025-08-19
EMP0051,Power BI,Advanced,2025-06-29
EMP0051,Budgeting,Intermediate,2025-12-16
EMP0051,Python,Beginner,2025-09-26
EMP0051,Communication,Intermediate,2026-03-05
EMP0052,SQL,Advanced,2026-01-16
EMP0052,Recruitment,Advanced,2026-06-01
EMP0052,Stakeholder Management,Advanced,2026-03-01
EMP0052,Project Management,Beginner,2026-02-03
EMP0052,Communication,Advanced,2025-11-10
EMP0052,Change Management,Intermediate,2025-08-26
EMP0053,Agile,Beginner,2026-04-20
EMP0053,Tableau,Intermediate,2026-02-13
EMP0053,Risk Management,Intermediate,2025-06-17
EMP0053,Coaching,Beginner,2026-01-01
EMP0054,Recruitment,Intermediate,2025-06-12
EMP0054,Agile,Intermediate,2026-01-19
EMP0054,Tableau,Intermediate,2026-01-29
EMP0054,SQL,Beginner,2026-04-06
EMP0054,Machine Learning,Advanced,2026-02-28
EMP0054,Stakeholder Management,Intermediate,2026-04-06
EMP0054,Project Management,Advanced,2025-09-05
EMP0055,SQL,Advanced,2025-08-09
EMP0055,Tableau,Advanced,2025-08-05
EMP0055,Agile,Intermediate,2026-04-16
EMP0055,Communication,Beginner,2026-01-06
EMP0056,Recruitment,Advanced,2025-09-06
EMP0056,Project Management,Beginner,2026-01-17
EMP0056,Change Management,Beginner,2026-05-10
EMP0056,Data Analysis,Advanced,2026-01-08
EMP0057,Agile,Intermediate,2025-10-09
EMP0057,Leadership,Intermediate,2025-10-24
EMP0057,Data Analysis,Intermediate,2026-03-04
EMP0057,Change Management,Beginner,2026-01-28
EMP0058,Leadership,Advanced,2025-06-20
EMP0058,Excel,Beginner,2026-03-21
EMP0058,Coaching,Beginner,2025-08-22
EMP0058,Power BI,Intermediate,2026-04-24
EMP0058,Python,Beginner,2026-04-07
EMP0058,Change Management,Advanced,2025-11-05
EMP0059,Power BI,Intermediate,2026-01-01
EMP0059,Machine Learning,Advanced,2025-07-24
EMP0059,Coaching,Beginner,2025-07-29
EMP0059,Tableau,Advanced,2026-04-17
EMP0059,Risk Management,Beginner,2025-07-21
EMP0059,Communication,Beginner,2026-01-22
EMP0059,Change Management,Advanced,2026-04-26
EMP0060,Power BI,Beginner,2025-11-09
EMP0060,Project Management,Intermediate,2025-06-19
EMP0060,Excel,Advanced,2025-10-09
EMP0060,Agile,Intermediate,2026-05-21
EMP0061,Change Management,Advanced,2026-02-07
EMP0061,Tableau,Intermediate,2025-07-21
EMP0061,Risk Management,Advanced,2025-07-03
EMP0061,Python,Beginner,2025-11-01
EMP0062,Tableau,Intermediate,2026-03-26
EMP0062,Power BI,Beginner,2026-05-07
EMP0062,Communication,Beginner,2025-12-31
EMP0063,Change Management,Intermediate,2026-01-18
EMP0063,Risk Management,Advanced,2025-09-03
EMP0063,Leadership,Intermediate,2025-10-25
EMP0063,Power BI,Beginner,2025-08-04
EMP0063,Recruitment,Beginner,2025-10-28
EMP0063,Communication,Advanced,2025-12-23
EMP0063,Budgeting,Advanced,2026-01-29
EMP0064,Excel,Advanced,2026-01-20
EMP0064,Power BI,Advanced,2026-05-17
EMP0064,Data Analysis,Beginner,2025-10-09
EMP0065,Risk Management,Beginner,2025-10-09
EMP0065,Stakeholder Management,Intermediate,2025-11-09
EMP0065,Project Management,Intermediate,2025-12-24
EMP0065,Change Management,Advanced,2026-04-14
EMP0065,SQL,Beginner,2025-12-20
EMP0065,Employment Law,Intermediate,2025-06-16
EMP0065,Power BI,Intermediate,2026-01-10
EMP0066,Tableau,Intermediate,2026-04-08
EMP0066,Python,Intermediate,2025-09-16
EMP0066,Risk Management,Beginner,2025-07-05
EMP0066,Machine Learning,Advanced,2025-10-13
EMP0066,Project Management,Intermediate,2026-05-10
EMP0066,Communication,Beginner,2025-09-14
EMP0067,Agile,Advanced,2026-03-31
EMP0067,Risk Management,Intermediate,2025-10-25
EMP0067,Python,Advanced,2025-10-01
EMP0067,Leadership,Beginner,2026-05-23
EMP0067,Communication,Advanced,2025-07-30
EMP0068,Project Management,Intermediate,2026-04-20
EMP0068,Change Management,Beginner,2026-04-09
EMP0068,Data Analysis,Intermediate,2026-04-07
EMP0068,Stakeholder Management,Advanced,2026-03-20
EMP0069,Change Management,Intermediate,2026-02-02
EMP0069,Machine Learning,Intermediate,2025-08-28
EMP0069,Stakeholder Management,Beginner,2025-11-22
EMP0069,SQL,Beginner,2025-08-04
EMP0069,Budgeting,Advanced,2026-03-29
EMP0069,Power BI,Beginner,2026-01-16
EMP0070,Employment Law,Advanced,2026-01-05
EMP0070,Machine Learning,Advanced,2025-08-14
EMP0070,Stakeholder Management,Advanced,2025-09-29
EMP0070,Budgeting,Beginner,2025-10-21
EMP0070,Data Analysis,Advanced,2025-10-02
EMP0070,Communication,Intermediate,2025-12-18
EMP0071,Tableau,Beginner,2025-08-18
EMP0071,Coaching,Intermediate,2026-02-07
EMP0071,Risk Management,Intermediate,2026-05-15
EMP0071,Agile,Intermediate,2025-10-07
EMP0071,Project Management,Advanced,2025-11-23
EMP0071,Leadership,Intermediate,2025-07-02
EMP0071,Recruitment,Advanced,2026-03-21
EMP0072,Python,Beginner,2025-09-10
EMP0072,Communication,Intermediate,2026-05-30
EMP0072,Employment Law,Advanced,2026-03-25
EMP0072,Budgeting,Intermediate,2025-07-06
EMP0072,Tableau,Beginner,2026-04-29
EMP0072,Power BI,Intermediate,2026-01-22
EMP0073,Coaching,Advanced,2025-11-24
EMP0073,Excel,Intermediate,2025-07-21
EMP0073,Employment Law,Advanced,2025-09-30
EMP0073,Budgeting,Advanced,2026-05-19
EMP0073,Agile,Advanced,2026-05-02
EMP0074,Change Management,Beginner,2025-07-17
EMP0074,Power BI,Advanced,2026-04-16
EMP0074,Excel,Intermediate,2026-03-13
EMP0074,SQL,Advanced,2026-01-04
EMP0075,Python,Intermediate,2025-12-05
EMP0075,Employment Law,Intermediate,2025-10-29
EMP0075,Tableau,Beginner,2026-02-01
EMP0076,Budgeting,Advanced,2025-06-22
EMP0076,Project Management,Beginner,2025-09-25
EMP0076,Machine Learning,Advanced,2026-03-25
EMP0076,Excel,Beginner,2025-10-13
EMP0076,Python,Advanced,2026-01-27
EMP0076,Change Management,Intermediate,2026-01-27
EMP0076,SQL,Advanced,2026-06-02
EMP0077,Change Management,Intermediate,2025-07-14
EMP0077,Project Management,Intermediate,2025-06-18
EMP0077,Excel,Intermediate,2025-10-16
EMP0077,Power BI,Intermediate,2026-02-25
EMP0077,Machine Learning,Intermediate,2025-10-02
EMP0077,Tableau,Beginner,2026-02-05
EMP0078,Recruitment,Intermediate,2026-01-17
EMP0078,Change Management,Beginner,2025-08-21
EMP0078,Machine Learning,Advanced,2026-05-12
EMP0078,Data Analysis,Advanced,2025-09-25
EMP0078,Budgeting,Intermediate,2026-02-09
EMP0078,Employment Law,Advanced,2025-12-08
EMP0079,SQL,Beginner,2025-07-20
EMP0079,Stakeholder Management,Advanced,2026-05-17
EMP0079,Communication,Intermediate,2025-10-24
EMP0079,Employment Law,Beginner,2025-08-14
EMP0080,Communication,Intermediate,2026-03-09
EMP0080,Excel,Beginner,2026-03-31
EMP0080,Change Management,Advanced,2025-12-01
EMP0080,Project Management,Advanced,2025-09-23
EMP0080,Recruitment,Intermediate,2026-03-14
EMP0081,Agile,Intermediate,2026-04-29
EMP0081,Change Management,Beginner,2026-02-11
EMP0081,Employment Law,Advanced,2025-06-26
EMP0081,Coaching,Intermediate,2025-08-25
EMP0081,Python,Intermediate,2026-04-21
EMP0082,Data Analysis,Advanced,2025-06-27
EMP0082,Stakeholder Management,Intermediate,2025-08-11
EMP0082,Leadership,Intermediate,2025-07-15
EMP0082,Power BI,Intermediate,2026-04-12
EMP0082,Project Management,Advanced,2026-02-07
EMP0082,Employment Law,Intermediate,2026-05-25
EMP0083,Tableau,Advanced,2026-01-03
EMP0083,Employment Law,Advanced,2025-11-09
EMP0083,Power BI,Beginner,2026-03-27
EMP0083,Machine Learning,Beginner,2026-05-18
EMP0083,Python,Intermediate,2025-09-27
EMP0083,Risk Management,Beginner,2026-04-18
EMP0083,Agile,Beginner,2025-09-04
EMP0084,Coaching,Advanced,2025-06-15
EMP0084,Risk Management,Advanced,2025-11-04
EMP0084,Recruitment,Advanced,2026-03-19
EMP0084,Employment Law,Intermediate,2025-07-06
EMP0085,Agile,Beginner,2025-06-18
EMP0085,Budgeting,Intermediate,2026-02-15
EMP0085,Stakeholder Management,Intermediate,2025-10-22
EMP0086,Recruitment,Advanced,2025-12-05
EMP0086,Leadership,Beginner,2025-11-15
EMP0086,Tableau,Intermediate,2026-03-01
EMP0086,Stakeholder Management,Beginner,2025-10-17
EMP0087,SQL,Intermediate,2026-02-02
EMP0087,Data Analysis,Beginner,2025-08-21
EMP0087,Python,Beginner,2026-05-02
EMP0088,SQL,Beginner,2026-01-16
EMP0088,Tableau,Beginner,2026-04-01
EMP0088,Power BI,Advanced,2026-01-29
EMP0088,Project Management,Beginner,2026-04-11
EMP0088,Coaching,Advanced,2026-05-24
EMP0088,Excel,Beginner,2026-05-30
EMP0088,Change Management,Intermediate,2026-02-05
EMP0089,Employment Law,Intermediate,2025-09-10
EMP0089,Data Analysis,Beginner,2026-05-05
EMP0089,Project Management,Intermediate,2025-10-20
EMP0089,Communication,Intermediate,2025-09-17
EMP0089,Machine Learning,Advanced,2026-04-12
EMP0089,Excel,Intermediate,2025-09-22
EMP0089,Recruitment,Beginner,2025-07-27
EMP0090,Machine Learning,Advanced,2026-05-22
EMP0090,Change Management,Beginner,2025-10-04
EMP0090,Risk Management,Intermediate,2025-10-31
EMP0091,Agile,Beginner,2025-12-24
EMP0091,Risk Management,Advanced,2026-03-23
EMP0091,Excel,Beginner,2026-04-03
EMP0092,Tableau,Intermediate,2025-10-17
EMP0092,Employment Law,Advanced,2025-08-01
EMP0092,Coaching,Intermediate,2026-04-17
EMP0092,Change Management,Advanced,2026-04-09
EMP0092,Stakeholder Management,Advanced,2025-07-08
EMP0093,SQL,Intermediate,2025-11-14
EMP0093,Budgeting,Intermediate,2026-04-19
EMP0093,Risk Management,Intermediate,2025-10-31
EMP0093,Agile,Intermediate,2025-07-01
EMP0093,Leadership,Intermediate,2025-11-27
EMP0093,Tableau,Beginner,2025-06-20
EMP0093,Project Management,Intermediate,2026-05-03
EMP0094,Excel,Beginner,2025-11-28
EMP0094,Tableau,Beginner,2025-08-26
EMP0094,Budgeting,Beginner,2025-08-10
EMP0095,Tableau,Advanced,2026-05-11
EMP0095,Employment Law,Intermediate,2025-08-03
EMP0095,Leadership,Intermediate,2025-12-08
EMP0095,SQL,Beginner,2025-08-15
EMP0095,Project Management,Advanced,2026-02-18
EMP0095,Machine Learning,Beginner,2025-07-05
EMP0095,Risk Management,Intermediate,2026-02-12
EMP0096,Recruitment,Intermediate,2025-08-17
EMP0096,Tableau,Beginner,2025-10-30
EMP0096,Leadership,Advanced,2025-07-23
EMP0097,Tableau,Intermediate,2025-12-15
EMP0097,Data Analysis,Intermediate,2026-06-03
EMP0097,Stakeholder Management,Beginner,2026-03-25
EMP0097,Machine Learning,Advanced,2025-07-05
EMP0097,Excel,Intermediate,2026-05-02
EMP0097,Communication,Beginner,2025-07-17
EMP0097,Recruitment,Beginner,2026-04-21
EMP0098,SQL,Intermediate,2025-12-22
EMP0098,Coaching,Advanced,2025-08-05
EMP0098,Budgeting,Beginner,2026-05-11
EMP0098,Power BI,Beginner,2026-03-18
EMP0098,Project Management,Advanced,2026-05-12
EMP0098,Excel,Advanced,2026-04-26
EMP0098,Agile,Intermediate,2025-10-23
EMP0099,Agile,Advanced,2026-04-09
EMP0099,Risk Management,Intermediate,2025-10-29
EMP0099,Budgeting,Beginner,2026-01-12
EMP0099,Communication,Advanced,2025-06-24
EMP0099,Leadership,Advanced,2025-09-30
EMP0099,Coaching,Advanced,2025-06-30
EMP0100,Python,Beginner,2026-02-22
EMP0100,Power BI,Intermediate,2026-02-18
EMP0100,Coaching,Beginner,2026-01-27
EMP0100,Change Management,Intermediate,2025-12-21
EMP0100,Data Analysis,Beginner,2026-06-03
EMP0101,Budgeting,Beginner,2025-09-23
EMP0101,Project Management,Advanced,2025-06-29
EMP0101,Communication,Intermediate,2026-05-01
EMP0101,SQL,Intermediate,2026-05-16
EMP0101,Stakeholder Management,Intermediate,2026-05-28
EMP0101,Recruitment,Intermediate,2026-04-28
EMP0102,Budgeting,Intermediate,2026-05-27
EMP0102,Coaching,Intermediate,2026-03-11
EMP0102,Tableau,Advanced,2025-10-14
EMP0102,Communication,Advanced,2025-12-03
EMP0102,Python,Beginner,2025-10-26
EMP0103,Power BI,Advanced,2026-04-27
EMP0103,Budgeting,Intermediate,2025-12-30
EMP0103,Coaching,Advanced,2025-12-15
EMP0104,Employment Law,Advanced,2026-04-09
EMP0104,Project Management,Advanced,2025-09-18
EMP0104,Excel,Beginner,2025-12-10
EMP0104,Stakeholder Management,Intermediate,2025-07-11
EMP0105,Power BI,Beginner,2026-03-10
EMP0105,Leadership,Advanced,2026-03-20
EMP0105,Communication,Advanced,2026-04-29
EMP0105,Agile,Beginner,2025-07-20
EMP0106,Risk Management,Beginner,2025-10-24
EMP0106,Tableau,Beginner,2025-10-09
EMP0106,Employment Law,Intermediate,2025-07-18
EMP0106,Budgeting,Intermediate,2026-01-17
EMP0106,Agile,Advanced,2026-05-09
EMP0106,Project Management,Intermediate,2025-09-20
EMP0107,Change Management,Beginner,2026-05-08
EMP0107,Risk Management,Intermediate,2026-01-11
EMP0107,Machine Learning,Beginner,2025-07-11
EMP0108,Machine Learning,Advanced,2025-08-27
EMP0108,Coaching,Advanced,2026-05-16
EMP0108,Risk Management,Intermediate,2025-08-18
EMP0109,Employment Law,Intermediate,2026-04-15
EMP0109,Agile,Intermediate,2025-06-06
EMP0109,Communication,Beginner,2025-09-21
EMP0109,Data Analysis,Advanced,2026-03-10
EMP0110,Power BI,Advanced,2025-09-12
EMP0110,Risk Management,Advanced,2026-03-17
EMP0110,Machine Learning,Intermediate,2025-11-28
EMP0111,Coaching,Beginner,2025-07-18
EMP0111,Budgeting,Advanced,2025-12-17
EMP0111,Employment Law,Beginner,2025-12-20
EMP0111,Agile,Beginner,2025-08-25
EMP0111,Change Management,Advanced,2025-11-21
EMP0112,Stakeholder Management,Advanced,2026-03-26
EMP0112,Communication,Intermediate,2025-12-30
EMP0112,Employment Law,Advanced,2025-06-14
EMP0112,Python,Advanced,2025-11-18
EMP0112,Change Management,Beginner,2025-08-06
EMP0113,Change Management,Beginner,2025-06-28
EMP0113,Coaching,Advanced,2025-06-21
EMP0113,Employment Law,Advanced,2026-04-20
EMP0114,Machine Learning,Beginner,2025-12-14
EMP0114,Recruitment,Intermediate,2026-02-28
EMP0114,Data Analysis,Beginner,2026-03-28
EMP0114,Project Management,Beginner,2026-04-28
EMP0114,Communication,Intermediate,2026-04-16
EMP0114,Excel,Advanced,2025-09-03
EMP0115,Python,Beginner,2025-06-17
EMP0115,Employment Law,Advanced,2026-03-14
EMP0115,Communication,Advanced,2025-10-25
EMP0115,Change Management,Beginner,2025-11-08
EMP0115,SQL,Intermediate,2025-06-25
EMP0115,Excel,Advanced,2026-02-05
EMP0115,Coaching,Intermediate,2025-07-29
EMP0116,Risk Management,Intermediate,2026-02-27
EMP0116,Power BI,Intermediate,2025-06-24
EMP0116,Machine Learning,Advanced,2025-10-24
EMP0116,Communication,Intermediate,2026-01-13
EMP0116,Coaching,Intermediate,2025-09-22
EMP0117,Budgeting,Beginner,2025-07-13
EMP0117,Project Management,Intermediate,2025-11-28
EMP0117,SQL,Advanced,2026-04-15
EMP0117,Coaching,Advanced,2025-09-15
EMP0117,Change Management,Beginner,2026-01-12
EMP0117,Excel,Beginner,2026-03-16
EMP0117,Communication,Intermediate,2025-10-19
EMP0118,Communication,Beginner,2025-11-06
EMP0118,Budgeting,Beginner,2025-11-16
EMP0118,Excel,Advanced,2025-11-27
EMP0118,Risk Management,Beginner,2025-11-21
EMP0118,Leadership,Beginner,2025-11-27
EMP0118,Power BI,Beginner,2026-05-23
EMP0118,Project Management,Intermediate,2026-04-17
